ACN,Local Time Of Day,Light,Flight Phase,Make Model Name,Weather Elements / Visibility,Locale Reference
1794663,1201-1800,,Initial Approach; Final Approach,B737-800,,ZZZZ.ARTCC
1794793,1801-2400,,Cruise,Commercial Fixed Wing,,HCF.TRACON
1795211,0601-1200,Daylight,Initial Climb,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,ZZZ.Tower
1795852,1801-2400,Daylight,Climb,Albatros (L39),,ZZZ.ARTCC
1796374,1201-1800,,,No Aircraft,,ZZZ.TRACON
1796383,1201-1800,,,No Aircraft,,ZZZ.TRACON
1796663,1801-2400,Night,Initial Approach,Medium Transport; Low Wing; 2 Turbojet Eng,Thunderstorm; Turbulence,TRI.TRACON
1796921,1201-1800,Night,Climb,Commercial Fixed Wing,,SCT.TRACON
1797551,1201-1800,Daylight,Initial Approach,Commercial Fixed Wing,,F11.TRACON
1798022,0601-1200,,Descent,Small Aircraft,Icing,ZBW.ARTCC
1798025,1201-1800,,Taxi,Commercial Fixed Wing,,ZZZ.Airport
1798031,1201-1800,,Initial Climb,Any Unknown or Unlisted Aircraft Manufacturer,,ZSE.ARTCC
1798314,1201-1800,,Takeoff / Launch,Regional Jet 700 ER/LR (CRJ700),,ZZZ.Airport
1798411,,Daylight,Initial Approach,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,MQY.Airport
1798577,0601-1200,,Climb,Commercial Fixed Wing,,ZZZ.Airport
1798699,0601-1200,,Initial Approach,Commercial Fixed Wing,,L30.TRACON
1798717,1201-1800,,Taxi,Commercial Fixed Wing,Clear,ORD.Airport
1798844,1201-1800,Daylight,Descent; Final Approach,Light Transport,,ZZZ.TRACON
1799442,1801-2400,,Final Approach,Commercial Fixed Wing,,HPN.Airport
1799474,,Daylight,Taxi,Small Aircraft,10,ISP.Airport
1799753,1801-2400,,Climb,Commercial Fixed Wing,,SKED.ARTCC
1800001,0601-1200,,Final Approach,Small Aircraft,,ZZZ.Tower
1800037,1201-1800,Daylight,Final Approach,Commercial Fixed Wing,,GEG.TRACON
1800509,0601-1200,,Cruise,Commercial Fixed Wing,,
1800908,1201-1800,,Initial Approach,B737 MAX Series Undifferentiated,,ZZZ.TRACON
1800937,,,Cruise,Commercial Fixed Wing,,
1801034,0601-1200,,Descent,Any Unknown or Unlisted Aircraft Manufacturer,,ZZZ.ARTCC
1801251,1801-2400,,Cruise,Commercial Fixed Wing,,ZSU.ARTCC
1801314,1801-2400,,Final Approach; Initial Climb,Commercial Fixed Wing,,ZZZ.Airport
1801811,0601-1200,Daylight,Takeoff / Launch,Citationjet (C525/C526) - CJ I / II / III / IV,,ZZZ.Airport
1802229,1201-1800,,Climb; Cruise; Descent,Military Transport,,ZLC.ARTCC
1802781,0601-1200,,Taxi,Commercial Fixed Wing,,DEN.Airport
1803035,1201-1800,Daylight,Cruise,Cessna 162 Skycatcher,Haze / Smoke; 8,SUU.TRACON
1803852,0601-1200,Daylight,Landing,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,9,ZZZ.Airport
1804115,1201-1800,,Climb,Military Trainer,,OKC.TRACON
1804131,,,Landing,B737 Next Generation Undifferentiated,,DEN.Airport
1805438,1201-1800,Daylight,Landing; Descent,Small Aircraft,100,MRI.Airport
1805450,0601-1200,,Descent,Commercial Fixed Wing,,ZZZ.TRACON
1805918,0601-1200,Daylight,Final Approach,Small Transport; Low Wing; 2 Turboprop Eng,,AFW.Tower
1806605,0601-1200,,Initial Approach,Large Transport; Low Wing; 2 Turbojet Eng,Wind,ROA.TRACON
1806679,0601-1200,Daylight,Other Maneuvering,Small Aircraft,10,FXE.Airport
1807278,,,Landing,Any Unknown or Unlisted Aircraft Manufacturer,,PTKK.Airport
1807288,,,Landing,Any Unknown or Unlisted Aircraft Manufacturer,,PKWA.Airport
1807543,1201-1800,,Initial Approach,Commercial Fixed Wing,,PSP.TRACON
1808178,1201-1800,Daylight,Initial Climb,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,AMR.Tower
1808219,1201-1800,,Taxi,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,POU.Airport
1808732,1201-1800,Daylight,Other Missed Approach,Cessna Single Piston Undifferentiated or Other Model,,ZZZ.ARTCC
1809070,0601-1200,,Climb; Initial Climb,Light Transport,,P50.TRACON
1809466,0601-1200,,Taxi,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,POU.Airport
1809599,0601-1200,Daylight,Final Approach; Initial Approach,Commercial Fixed Wing,Haze; 5,SJU.TRACON
1810095,0601-1200,Daylight,Initial Climb,Small Aircraft,,ZZZ.TRACON
1810636,0601-1200,,,No Aircraft,,EWR.Airport
1811004,1201-1800,Daylight,Cruise; Descent,EMB ERJ 145 ER/LR,,ZZZ.ARTCC
1812958,1201-1800,,Cruise,Commercial Fixed Wing,,ZZZ.ARTCC
1813646,1801-2400,,Initial Approach,B737-800,,ZZZ.TRACON
1814096,1201-1800,Daylight,Descent,Small Transport,,FNL.Airport
1814146,1201-1800,,Climb; Cruise,PC-12,,ZZZ.TRACON
1814188,0601-1200,Daylight,Cruise,PA-32 Cherokee Six/Lance/Saratoga/6X,Thunderstorm; Turbulence,ZZZ.ARTCC
1814816,1201-1800,Daylight,Initial Approach,Medium Large Transport,,ZZZ.Tower
1814989,1801-2400,,Descent,B737 MAX 8,,ZZZ.ARTCC
1816007,0601-1200,Daylight,Descent,Airbus Industrie Undifferentiated or Other Model,,ZZZ.Airport
1816033,1201-1800,Daylight,Descent,Challenger Jet Undifferentiated or Other Model,,ZZZ.Airport
1816282,1201-1800,Daylight,Descent,Gulfstream Jet Undifferentiated or Other Model,,ZNY.ARTCC
1816752,0001-0600,,Initial Approach,Medium Transport,,ZZZ.TRACON
1818831,0601-1200,Daylight,Final Approach,Regional Jet 200 ER/LR (CRJ200),,ORD.Airport
1819894,1201-1800,,Descent,Small Transport,,ZZZ.TRACON
1819922,0601-1200,Daylight,Descent,Light Transport,,ZZZ.TRACON
1820753,1201-1800,Daylight,Final Approach,Learjet 60,10,ZZZ.Airport
1821337,0601-1200,,Taxi,Commercial Fixed Wing,,SEA.Airport
1821480,1201-1800,,Taxi,Commercial Fixed Wing,,ZZZ.Airport
1822445,1801-2400,Daylight,Taxi,Small Aircraft,10,ZZZ.Airport
1822465,0601-1200,,Initial Climb,Small Aircraft; Low Wing; 1 Eng; Retractable Gear,Haze / Smoke; 5,SCT.TRACON
1823143,,,Final Approach,Commercial Fixed Wing,,I90.TRACON
1823418,0601-1200,,Landing,Commercial Fixed Wing,,ZZZ.Airport
1823506,1201-1800,Daylight,Initial Approach,Global 5000 (Bombardier),,ZZZ.Airport
1825720,1801-2400,Night,Initial Approach,Commercial Fixed Wing,,SKBO.Airport
1825928,1801-2400,,Final Approach,Commercial Fixed Wing,,MMFR.ARTCC
1826118,1201-1800,Daylight,Descent,Light Transport; Low Wing; 2 Turbojet Eng,Haze; 10,MQY.Airport
1826224,1201-1800,Daylight,Descent,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,50,ZZZ.TRACON
1826339,0601-1200,,Climb,B777 Undifferentiated or Other Model,,ZZZ.TRACON
1826570,0601-1200,Daylight,Initial Approach,DA40 Diamond Star,10,ZZZ.Airport
1826901,1201-1800,,Initial Climb,Commercial Fixed Wing,,SCT.TRACON
1827217,1201-1800,,Final Approach,Small Transport; Low Wing; 2 Turbojet Eng,,ZZZ.TRACON
1827283,1201-1800,,Takeoff / Launch,Commercial Fixed Wing,,EWR.Airport
1827473,1801-2400,Night,Final Approach,Commercial Fixed Wing,,ZZZ.Tower
1827500,1201-1800,,Descent,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,EVV.TRACON
1829622,1801-2400,Night,Descent,Light Transport; Low Wing; 2 Turbojet Eng,Windshear; Thunderstorm; Turbulence,PWK.Airport
1831010,1201-1800,Daylight,Final Approach,B737-800,,ZZZ.TRACON
1832225,1201-1800,,Descent,Any Unknown or Unlisted Aircraft Manufacturer,,ZZZ.ARTCC
1834906,1801-2400,Daylight,Initial Approach,Commercial Fixed Wing,Haze / Smoke,S56.TRACON
1835951,1201-1800,,Cruise,Commercial Fixed Wing,,ZMA.ARTCC
1836949,1201-1800,Daylight,Final Approach,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,10,ZZZZ.ARTCC
1839174,0601-1200,,Cruise; Descent; Climb,Any Unknown or Unlisted Aircraft Manufacturer,,ZMA.ARTCC
1839658,1201-1800,,,No Aircraft,,DEN.Tower
1839668,1201-1800,,Cruise,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,ZZZ.ARTCC
1839724,1201-1800,Daylight,Final Approach,B737 Undifferentiated or Other Model,,ZZZ.TRACON
1841715,0601-1200,,Landing,Commercial Fixed Wing,,MEM.Airport
1841980,1201-1800,,Descent,Commercial Fixed Wing,,SAT.TRACON
1843496,1201-1800,Daylight,Initial Approach,Albatros (L39),10,ZZZ.Airport
1844305,0601-1200,Night,Taxi,Commercial Fixed Wing,,ZZZZ.Tower
1844348,0001-0600,,Climb,Commercial Fixed Wing,,ZJX.ARTCC
1844709,1201-1800,,,Any Unknown or Unlisted Aircraft Manufacturer,Thunderstorm,ZJX.ARTCC
1845831,1201-1800,,Climb,Skyhawk 172/Cutlass 172,,ZZZ.ARTCC
1847904,1801-2400,,Initial Approach,Commercial Fixed Wing,,CMH.TRACON
1848605,0601-1200,,,DA40 Diamond Star,,ZZZ.Airport
1849159,1201-1800,,Final Approach,Small Aircraft,,PIE.Airport
1849521,0601-1200,,Initial Climb,Regional Jet CL65; Undifferentiated or Other Model,,ATL.Airport
1849672,1201-1800,Daylight,Final Approach,Skyhawk 172/Cutlass 172,,MYR.Airport
1849787,0601-1200,,Cruise,Small Transport,,ZDV.ARTCC
1850993,1801-2400,,Descent,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,ZLC.ARTCC
1851270,1201-1800,Daylight,Initial Approach,Learjet 60,,ZZZ.TRACON
1851910,1201-1800,,Descent,Cessna Stationair/Turbo Stationair 7/8,,ZZZ.ARTCC
1852567,1201-1800,Daylight,Landing,PC-12,,ZZZ.Airport
1852683,0601-1200,,Cruise,Commercial Fixed Wing,,GSP.TRACON
1852696,1201-1800,,Initial Approach,Fighter,,ZZZ.Airport
1852715,1801-2400,,Taxi,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,SBN.Airport
1853565,1801-2400,,Cruise,Military,,ZZZ.TRACON
1854208,1201-1800,Daylight,Descent,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
1854670,1201-1800,,Initial Approach,EMB ERJ 145 ER/LR,,ZZZ.Airport
1855977,1801-2400,,Cruise,Any Unknown or Unlisted Aircraft Manufacturer,,NCT.TRACON
1855979,1201-1800,,Cruise,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,ZZZ.TRACON
1856398,1201-1800,Daylight,Final Approach,Small Aircraft,,PDK.Airport
1856509,1201-1800,,Cruise,PA-24 Comanche,,ZLA.ARTCC
1857160,1201-1800,Daylight,Landing,Small Aircraft,50,JYO.Airport
1858119,1801-2400,,Cruise,Commercial Fixed Wing,,P31.TRACON
1859158,1201-1800,,Other VFR Traffic Pattern,Fighter,,ZZZ.Airport
1859903,1201-1800,,Final Approach,Commercial Fixed Wing,,ZZZ.Airport
1861662,1801-2400,,Landing,Any Unknown or Unlisted Aircraft Manufacturer,clear; 10,OSU.Airport
1863824,1201-1800,Daylight,Descent,Any Unknown or Unlisted Aircraft Manufacturer,Haze / Smoke,CGI.Airport
1865252,1201-1800,,Descent,Learjet 35,,ZZZ.TRACON
1865723,,,Cruise,Commercial Fixed Wing,,
1865775,1201-1800,,Takeoff / Launch,Commercial Fixed Wing,,ZZZZ.Airport
1866193,0601-1200,,,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,ZID.ARTCC
1866482,1201-1800,,Final Approach,Small Transport; Low Wing; 2 Turbojet Eng,10,FRG.Airport
1866852,1801-2400,,Takeoff / Launch,Commercial Fixed Wing,,ONT.Airport
1866959,1201-1800,,,No Aircraft,,ZAU.ARTCC
1867755,1201-1800,,Cruise,Small Transport,,A11.TRACON
1867897,1201-1800,,Initial Approach,Commercial Fixed Wing,,TNCA.Tower
1868126,0001-0600,,Taxi,Commercial Fixed Wing,,AUS.Airport
1868240,1801-2400,,Initial Approach,Helicopter,,ZTL.ARTCC
1868241,0601-1200,,Takeoff / Launch; Taxi,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,ZZZ.Tower
1868750,1801-2400,,Initial Approach,Large Transport; Low Wing; 2 Turbojet Eng,,SKED.ARTCC
1870444,0001-0600,Night,Taxi,Commercial Fixed Wing,,CLT.Airport
1870745,1801-2400,Night,Final Approach,Commercial Fixed Wing,2.5,N90.TRACON
1872271,1801-2400,Dusk,Final Approach,Commercial Fixed Wing,Haze / Smoke,VABF.ARTCC
1872397,1201-1800,Daylight,Cruise,EMB ERJ 170/175 ER/LR,,
1872500,1201-1800,,Final Approach,Commercial Fixed Wing,,VABB.Airport
1872959,1201-1800,Daylight,Final Approach,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,ZZZ.Airport
1873145,1201-1800,Daylight,Taxi,Commercial Fixed Wing,,HNL.Airport
1873338,0601-1200,,Initial Approach,Commercial Fixed Wing,,SNA.Airport
1874526,1801-2400,,Initial Approach,B737-700,,ZZZ.Tower
1875086,1801-2400,,Climb,Medium Large Transport; Low Wing; 2 Turbojet Eng,,ZSE.ARTCC
1875792,1201-1800,Daylight,Climb; Initial Climb,Small Transport; Low Wing; 2 Turbojet Eng,,ZZZ.Airport
1876279,0601-1200,Daylight,Climb; Taxi,EMB ERJ 145 ER/LR,,ZZZ.Airport
1876499,1801-2400,,Final Approach,Skyhawk 172/Cutlass 172,,ZZZ.Airport
1876878,1201-1800,,Final Approach; Initial Approach,Large Transport; Low Wing; 2 Turbojet Eng,Turbulence,ZZZZ.ARTCC
1877838,1801-2400,Daylight,Climb; Initial Climb,Regional Jet 200 ER/LR (CRJ200),,ZZZ.ARTCC
1878203,1201-1800,,Final Approach,Commercial Fixed Wing,,SFO.Airport
1878753,1801-2400,,Taxi,Light Transport; Low Wing; 2 Turbojet Eng,,RSW.Airport
1878977,1801-2400,,Descent,Light Transport; Low Wing; 2 Turbojet Eng,,ABQ.TRACON
1879534,0601-1200,Daylight,Initial Climb,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,ZZZ.Airport
1879944,1201-1800,,Taxi,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,ZZZ.Airport
1880709,0601-1200,,Landing,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,ZZZ.Airport
1880847,0601-1200,,Cruise,Commercial Fixed Wing,,SCT.TRACON
1881897,0601-1200,Daylight,Takeoff / Launch,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,ZZZ.Tower
1883510,1201-1800,,Final Approach,Light Transport; Low Wing; 2 Turbojet Eng,,ZZZ.Airport
1884137,1201-1800,,Cruise,Skylane 182/RG Turbo Skylane/RG,,ZZZ.TRACON
1886326,0601-1200,Daylight,Final Approach,Small Aircraft,10,CRG.Airport
1886409,1201-1800,,Initial Approach,Commercial Fixed Wing,,MBPV.Airport
1887923,0601-1200,,Initial Climb,Small Transport; Low Wing; 2 Turboprop Eng,,ZZZ.TRACON
1888404,0601-1200,,Descent,Large Transport; Low Wing; 3 Turbojet Eng,,ZJX.ARTCC
1888413,1201-1800,,Cruise,Any Unknown or Unlisted Aircraft Manufacturer,,ZDC.ARTCC
1888441,0601-1200,,Initial Climb,Small Transport; Low Wing; 2 Turboprop Eng,,SLC.Tower
1889956,1201-1800,,Initial Climb,Military,,ZZZ.Airport
1890099,1801-2400,,Initial Approach,Large Transport; Low Wing; 2 Turbojet Eng,Wind,ZZZ.TRACON
1890294,1801-2400,,Climb,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,L30.TRACON
1890320,0601-1200,Daylight,Taxi,Medium Large Transport; Low Wing; 2 Turbojet Eng,,ZZZ.Airport
1891563,0601-1200,Daylight,Initial Approach,Commercial Fixed Wing,,DEN.Airport
1892415,1201-1800,,Initial Approach,Commercial Fixed Wing,,NCT.TRACON
1892911,1201-1800,,Cruise,Any Unknown or Unlisted Aircraft Manufacturer,,ZZZ.ARTCC
1893014,1801-2400,,Final Approach,Commercial Fixed Wing,,P80.TRACON
1893730,1801-2400,,Descent; Cruise,Regional Jet 700 ER/LR (CRJ700),,ZZZ.Airport
1893832,1801-2400,,Climb,Citation II S2/Bravo (C550),,ZJX.ARTCC
1894728,1201-1800,,Climb,Helicopter,,GEG.TRACON
1895438,0601-1200,Daylight,Landing,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,ZZZ.Airport
1896041,1201-1800,,Climb,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,HCF.Airport
1896770,1201-1800,,Descent,Commercial Fixed Wing,,ZSE.ARTCC
1896907,0601-1200,,Cruise,Commercial Fixed Wing,,ZFW.ARTCC
1897858,0601-1200,,Final Approach,Medium Transport; Low Wing; 2 Turbojet Eng,,ZZZ.Airport
1898391,1201-1800,,,Commercial Fixed Wing,,ZZZ.Airport
1898631,0601-1200,Daylight,Cruise,Small Aircraft; Low Wing; 1 Eng; Retractable Gear,BKN to OVC; 1,VPS.Airport
1898723,1201-1800,,Descent,Regional Jet 900 (CRJ900),,ZZZ.Airport
1899074,1201-1800,,Descent,Small Transport,,ZZZ.TRACON
1899595,1801-2400,,Initial Climb,PA-46 Malibu Meridian,,ZZZ.TRACON
1900171,1201-1800,,Initial Approach,Commercial Fixed Wing,,ZZZ.TRACON
1900865,0601-1200,,Initial Approach,Commercial Fixed Wing,,ZZZ.Tower
1901473,0601-1200,,Takeoff / Launch,DA40 Diamond Star,,ZZZ.Airport
1901475,0601-1200,,Climb,Any Unknown or Unlisted Aircraft Manufacturer,,5C1.Airport
1901486,0601-1200,,Cruise,Any Unknown or Unlisted Aircraft Manufacturer,,ZDC.ARTCC
1901805,1201-1800,,Initial Climb,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,ZZZ.Tower
1903037,0601-1200,,Descent,Small Aircraft; Low Wing; 1 Eng; Retractable Gear,,ZZZ.TRACON
1903322,0601-1200,,,Any Unknown or Unlisted Aircraft Manufacturer,,ORF.Airport
1904581,0601-1200,Daylight,Takeoff / Launch,Extra 200/300 Series,,ZZZ.Airport
1904978,1201-1800,,Descent,Medium Large Transport; Low Wing; 2 Turbojet Eng,,ZZZ.TRACON
1905596,1201-1800,,Cruise,Medium Large Transport; Low Wing; 2 Turbojet Eng,,ZZZ.ARTCC
1906957,1201-1800,Daylight,Final Approach,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,ZZZ.Airport
1909091,1801-2400,Daylight,Final Approach,Falcon 50,,ZZZ.Tower
1910453,1201-1800,,Final Approach,SR20,,ZZZ.Airport
1910473,1201-1800,,Final Approach,Large UAS (At or above 1320 lbs),,ZZZ.TRACON
1913217,1201-1800,,Initial Approach,Commercial Fixed Wing,,ZNY.ARTCC
1913400,0001-0600,,,No Aircraft,,ZZZ.ARTCC
1913659,0601-1200,,Final Approach; Initial Approach,Commercial Fixed Wing,,LGA.Airport
1913932,1201-1800,,Initial Approach,PA-28R Cherokee Arrow All Series,Turbulence; Windshear; 10,ZZZ.TRACON
1915240,1201-1800,Daylight,Final Approach,Commercial Fixed Wing,,ABQ.Tower
1916028,1201-1800,Daylight,Descent,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,10,ZZZ.TRACON
1916238,1801-2400,Dusk,Landing; Initial Approach; Final Approach,Regional Jet 200 ER/LR (CRJ200),,ZZZ.Tower
1916972,0001-0600,Night,Taxi,Caravan 208B,,ZZZ.Airport
1917633,0601-1200,,Initial Climb,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,ZZZ.ARTCC
1918035,1201-1800,,Final Approach,Chancellor 414A / C414,,ZZZ.Airport
1918344,1801-2400,Daylight,Cruise,Any Unknown or Unlisted Aircraft Manufacturer,,ZZZ.TRACON
1920638,1801-2400,,Cruise,Small Transport,,ABQ.TRACON
1921052,1201-1800,,,No Aircraft,,ZBW.ARTCC
1921092,0601-1200,Daylight,Initial Approach,Commercial Fixed Wing,,DEN.Airport
1921212,1201-1800,,Initial Approach,Commercial Fixed Wing,,ZZZ.TRACON
1921632,1201-1800,Daylight,Climb,Light Transport,10,EGE.Tower
1925641,1201-1800,,Initial Climb,Medium Transport; Low Wing; 2 Turbojet Eng,,BIL.Airport
1925678,1201-1800,Daylight,Climb,Medium Large Transport; Low Wing; 2 Turbojet Eng,,SMF.Airport
1925997,1201-1800,Daylight,Initial Approach,Small Aircraft; Low Wing; 1 Eng; Retractable Gear,Clear; 40,GON.Airport
1926019,1201-1800,,,Any Unknown or Unlisted Aircraft Manufacturer,,ASE.Airport
1926835,0601-1200,,Taxi,Small Transport,,SDL.Tower
1928178,1201-1800,,Cruise,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,ZZZ.TRACON
1929385,0601-1200,Daylight,Final Approach,Small Aircraft,Cloudy,ZZZ.TRACON
1930163,1201-1800,,Descent,Light Transport; Low Wing; 2 Turbojet Eng,,MMTO.Airport
1931520,0601-1200,Daylight,Initial Approach,Small Aircraft,,ISM.Tower
1931582,,Daylight,Initial Climb,Small Aircraft,10,DPA.Tower
1932018,1201-1800,,Descent,Fighting Falcon F16,,ZZZ.TRACON
1932488,0601-1200,Daylight,Final Approach,Skyhawk 172/Cutlass 172,10,ZZZ.Tower
1933962,1801-2400,,,Any Unknown or Unlisted Aircraft Manufacturer,,SCT.TRACON
1934505,1201-1800,,,Any Unknown or Unlisted Aircraft Manufacturer,,MSY.TRACON
1935839,0601-1200,Daylight,Initial Approach,Skyhawk 172/Cutlass 172,,ZZZ.Airport
1936362,1801-2400,Night,Initial Approach,Cessna 150,10,ZZZ.Tower
1936431,1201-1800,,Descent,EMB ERJ 170/175 ER/LR,,ZZZ.TRACON
1937461,0601-1200,,Final Approach,Small Transport; Low Wing; 2 Turbojet Eng,,MLU.TRACON
1938315,1201-1800,,Taxi,Small Aircraft,,PAE.Airport
1940155,1201-1800,Daylight,Final Approach,Commercial Fixed Wing,,DEN.Airport
1941423,1201-1800,Daylight,Final Approach,Skylane 182/RG Turbo Skylane/RG,10,ZZZ.Airport
1941954,0601-1200,,Climb,Small Transport,,ZID.ARTCC
1943216,1801-2400,,Final Approach,Commercial Fixed Wing,,SFO.Tower
1943820,1201-1800,,Cruise,Commercial Fixed Wing,,ZZZ.ARTCC
1945866,1201-1800,,Descent; Initial Approach,M-20 Series Undifferentiated or Other Model,,ZZZ.Airport
1946791,1201-1800,,Descent,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
1947399,1201-1800,,Final Approach,Caravan Undifferentiated,Snow,JNU.Tower
1947409,1201-1800,,Cruise,Helicopter,,ZZZ.ARTCC
1947680,1201-1800,,Initial Approach,Commercial Fixed Wing,,MOB.Airport
1947914,1801-2400,,Final Approach,Commercial Fixed Wing,,SFO.Tower
1948351,1201-1800,,Initial Climb,Cessna Citation Sovereign (C680),,ZZZ.Airport
1950215,1201-1800,,Cruise,B737-900,,ZAU.ARTCC
1950743,1201-1800,,Taxi,B737 Next Generation Undifferentiated,,ZZZ.Airport
1952112,1801-2400,,Takeoff / Launch,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,ZZZ.Tower
1952116,1801-2400,,Initial Approach,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,ZZZ.Airport
1952120,1201-1800,,Initial Climb,Military,,COS.Tower
1953286,1201-1800,,Initial Climb,Medium Large Transport; Low Wing; 2 Turbojet Eng,,ZZZ.TRACON
1953946,1801-2400,Night,Taxi,B757 Undifferentiated or Other Model,,ZZZ.Airport
1955524,0001-0600,,Descent,Commercial Fixed Wing,,VVNB.Airport
1955922,1201-1800,Daylight,Initial Approach,PA-32 Cherokee Six/Lance/Saratoga/6X,10,ZZZ.Tower
1956705,1201-1800,Daylight,Cruise,Skyhawk 172/Cutlass 172,,ZZZ.TRACON
1957535,1801-2400,,Descent,Tobago TB-10,Icing,ZZZ.TRACON
1958505,1201-1800,,Initial Approach,Medium Large Transport; Low Wing; 2 Turbojet Eng,,ZZZ.Airport
1959138,1201-1800,,,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,BNA.TRACON
1960643,1201-1800,,Final Approach,Commercial Fixed Wing,,NCT.TRACON
1960699,,,Initial Climb,B737 Next Generation Undifferentiated,,IAH.Airport
1960908,1801-2400,Daylight,Cruise,Small Aircraft; Low Wing; 2 Eng; Retractable Gear,,ZZZ.ARTCC
1961141,1201-1800,,Cruise,Piper Single Undifferentiated or Other Model,,ZZZ.Airport
1961438,0601-1200,,Taxi,Commercial Fixed Wing,Fog,TPA.Airport
1961816,1201-1800,Daylight,Final Approach,Skyhawk 172/Cutlass 172,,ZZZ.Airport
1962923,1201-1800,,Initial Climb,IAI1125 (Astra),,ABQ.Airport
1962939,0001-0600,,Descent,B737-900,,NCT.TRACON
1963556,1201-1800,,Initial Climb,Small Aircraft; High Wing; 1 Eng; Fixed Gear,50,REI.Airport
1963676,0601-1200,,Climb,B737 Undifferentiated or Other Model,,ZZZ.TRACON
1963981,1201-1800,,Initial Climb,Skylane 182/RG Turbo Skylane/RG,,ZZZ.Airport
1964257,1201-1800,,Taxi,Commercial Fixed Wing,,AUS.Airport
1964511,0601-1200,,Initial Approach; Descent,Small Transport,,FXE.Airport
1965209,1801-2400,,Taxi,Medium Large Transport; Low Wing; 2 Turbojet Eng,,ORD.Airport
1965342,0601-1200,,Final Approach,A320,,ZZZ.Airport
1965823,1801-2400,Daylight,Final Approach,Cessna Aircraft Undifferentiated or Other Model,,ZZZ.Airport
1966386,1201-1800,Daylight,Final Approach,Small Aircraft; Low Wing; 1 Eng; Retractable Gear,,ZZZ.TRACON
1968288,1201-1800,,Initial Climb,Commercial Fixed Wing,,ZZZ.ARTCC
1969179,1801-2400,,Initial Climb,Commercial Fixed Wing,,ORD.Tower
1969429,1201-1800,,Descent,Medium Transport; Low Wing; 2 Turbojet Eng,,BUR.Airport
1969524,1201-1800,Daylight,Final Approach,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,MLB.Tower
1969944,1801-2400,,Initial Climb; Takeoff / Launch,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
1971479,1201-1800,,Descent,Commercial Fixed Wing,,N90.TRACON
1976475,1201-1800,Daylight,Cruise,Small Aircraft,10,DOV.TRACON
1976846,1201-1800,,Final Approach,Small Aircraft; Low Wing; 1 Eng; Retractable Gear,,LAL.Airport
1977074,1801-2400,Daylight,Descent,Small Transport,,ZZZ.TRACON
